method,seed,num_circles,budget,length,risk,elapsed,ts
partition_radius,5,4,600,904.6871217276919,600,0.23686790466308594,1699826657.070775
partition_st,5,4,600,904.6871217276919,600,0.2666287422180176,1699826657.33741
visibility,5,4,600,929.9356466977615,115.73275608114587,3.0525577068328857,1699826660.389979
layers_solver,5,4,600,901.5177822571582,271.09614408351894,62.533435106277466,1699826722.923429
partition_radius,5,4,700,904.6871217276919,700,0.2365870475769043,1699826723.160026
partition_st,5,4,700,904.6871217276919,700,0.25489187240600586,1699826723.4149241
visibility,5,4,700,929.9356466977615,115.73275608114587,3.2202749252319336,1699826726.6352131
layers_solver,5,4,700,901.5177822571582,271.09614408351894,67.80336713790894,1699826794.438593
partition_radius,5,4,800,904.6871217276919,800,0.23664474487304688,1699826794.675246
partition_st,5,4,800,904.6871217276919,800,0.23605775833129883,1699826794.911308
visibility,5,4,800,929.9356466977615,115.73275608114587,3.3517837524414062,1699826798.263102
layers_solver,5,4,800,901.5177822571582,271.09614408351894,76.49490523338318,1699826874.758021
partition_radius,5,4,900,904.6871217276919,900,0.2382042407989502,1699826874.996234
partition_st,5,4,900,904.6871217276919,900,0.23673391342163086,1699826875.232973
visibility,5,4,900,929.9356466977615,115.73275608114587,3.5437028408050537,1699826878.776688
layers_solver,5,4,900,901.5177822571582,271.09614408351894,80.73736691474915,1699826959.514067
partition_radius,5,4,1000,904.6871217276919,1000,0.23701691627502441,1699826959.751095
partition_st,5,4,1000,904.6871217276919,1000,0.23641085624694824,1699826959.9875112
visibility,5,4,1000,929.9356466977615,115.73275608114587,3.700314998626709,1699826963.6878378
layers_solver,5,4,1000,901.5177822571582,271.09614408351894,88.83719563484192,1699827052.5250509
partition_radius,5,4,0,921.7079475372375,0,0.37508511543273926,1699827052.9011042
partition_st,5,4,0,921.7079475372375,0,0.3743019104003906,1699827053.275412
visibility,5,4,0,931.7778313273045,166.03683813600773,2.036180019378662,1699827055.311597
layers_solver,5,4,0,952.1233508767341,182.81755743279106,22.431488037109375,1699827077.7430909
partition_radius,5,4,100,919.127697210403,100,0.37598490715026855,1699827078.119083
partition_st,5,4,100,918.6525682765243,100,0.43849802017211914,1699827078.557586
visibility,5,4,100,916.8074788251677,75.75186793030548,2.1108510494232178,1699827080.668442
layers_solver,5,4,100,914.5453855331074,86.07678911787208,27.762648105621338,1699827108.4311051
partition_radius,5,4,200,917.3487558733963,200,0.5379669666290283,1699827108.9690828
partition_st,5,4,200,914.4482146144699,200,0.919823169708252,1699827109.888912
visibility,5,4,200,900.5903249422727,166.91093763624025,2.302272081375122,1699827112.1911922
layers_solver,5,4,200,902.5512072814851,162.15536908414566,35.02753829956055,1699827147.218741
partition_radius,5,4,300,914.3994272227789,300,0.9112348556518555,1699827148.129985
partition_st,5,4,300,904.9380610866333,300,0.3057119846343994,1699827148.435704
visibility,5,4,300,900.5903249422727,166.91093763624025,2.487895965576172,1699827150.9244711
layers_solver,5,4,300,901.5177822571582,187.2701717699059,42.05873394012451,1699827192.983221
partition_radius,5,4,400,909.3822831141416,400,1.106489896774292,1699827194.0897212
partition_st,5,4,400,900.0272831827767,400,0.24473810195922852,1699827194.334466
visibility,5,4,400,900.5903249422727,166.91093763624025,2.6828508377075195,1699827197.017328
layers_solver,5,4,400,901.5177822571582,187.2701717699059,47.93852210044861,1699827244.955862
partition_radius,5,4,500,900.6290396669684,500,0.25247907638549805,1699827245.208349
partition_st,5,4,500,900.0272831827767,500,0.20410919189453125,1699827245.4124649
visibility,5,4,500,900.5903249422727,166.91093763624025,2.874281883239746,1699827248.286758
layers_solver,5,4,500,901.5177822571582,187.2701717699059,55.8055579662323,1699827304.09233
partition_radius,5,4,600,900.0272831827767,600,0.2034609317779541,1699827304.295797
partition_st,5,4,600,900.0272831827767,600,0.20416903495788574,1699827304.499972
visibility,5,4,600,900.5903249422727,166.91093763624025,3.0329349040985107,1699827307.532916
layers_solver,5,4,600,901.5177822571582,187.2701717699059,61.83322620391846,1699827369.366155
partition_radius,5,4,700,900.0272831827767,700,0.20495986938476562,1699827369.571123
partition_st,5,4,700,900.0272831827767,700,0.20415997505187988,1699827369.7752872
visibility,5,4,700,900.5903249422727,166.91093763624025,3.226262092590332,1699827373.0015612
layers_solver,5,4,700,901.5177822571582,187.2701717699059,68.6584541797638,1699827441.6600268
partition_radius,5,4,800,900.0272831827767,800,0.20447897911071777,1699827441.864514
partition_st,5,4,800,900.0272831827767,800,0.2031409740447998,1699827442.06766
visibility,5,4,800,900.5903249422727,166.91093763624025,3.410806179046631,1699827445.4784782
layers_solver,5,4,800,901.5177822571582,187.2701717699059,74.32462191581726,1699827519.803114
partition_radius,5,4,900,900.0272831827767,900,0.2042708396911621,1699827520.007392
partition_st,5,4,900,900.0272831827767,900,0.20495271682739258,1699827520.212351
visibility,5,4,900,900.5903249422727,166.91093763624025,3.5783050060272217,1699827523.790667
layers_solver,5,4,900,901.5177822571582,187.2701717699059,82.20479011535645,1699827605.995471
partition_radius,5,4,1000,900.0272831827767,1000,0.20330214500427246,1699827606.198781
partition_st,5,4,1000,900.0272831827767,1000,0.20391201972961426,1699827606.402698
visibility,5,4,1000,900.5903249422727,166.91093763624025,3.762948989868164,1699827610.1656609
layers_solver,5,4,1000,901.5177822571582,187.2701717699059,86.36698198318481,1699827696.532655
partition_radius,5,4,0,911.0330857095339,0,0.35013699531555176,1699827696.883573
partition_st,5,4,0,911.0330857095339,0,0.35011792182922363,1699827697.233696
visibility,5,4,0,904.6230314286488,123.4029965696556,2.058669090270996,1699827699.292372
layers_solver,5,4,0,952.1233508767341,121.17264967931321,22.417988777160645,1699827721.7103732
partition_radius,5,4,100,909.6518685939077,100,0.3660452365875244,1699827722.076424
partition_st,5,4,100,909.1105239143744,100,0.4192769527435303,1699827722.495706
visibility,5,4,100,904.2710472388014,87.68133129423657,2.1345980167388916,1699827724.6303098
layers_solver,5,4,100,911.3623310920973,9.113623310920971e-05,28.864596843719482,1699827753.4949188
partition_radius,5,4,200,908.116472216968,200,0.535653829574585,1699827754.030581
partition_st,5,4,200,906.4857658552075,200,0.8504278659820557,1699827754.881015
visibility,5,4,200,900.2119082762626,114.56115205259044,2.3122360706329346,1699827757.19326
layers_solver,5,4,200,901.5177822571582,117.1789832742715,35.22430086135864,1699827792.4175732
partition_radius,5,4,300,905.4597255650074,300,0.8984470367431641,1699827793.316034
